family,scope,metric,a,b,n,n_nonzero,size_only,p_raw,p_min_attainable,attainable_below_05
Family 3,factual,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,14,1,True,0.31731050786291415,0.317311,False
Family 3,factual,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,14,6,False,0.10247043485974941,0.0143059,True
Family 3,factual,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,14,4,False,0.04550026389635839,0.0455003,True
Family 3,factual,anchor_coverage_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,14,2,False,1.0,0.157299,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,14,11,False,0.34837650549797505,0.00320674,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,14,9,False,0.07274204006810549,0.00710955,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,14,8,True,0.18181616460470695,0.011412,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,14,10,False,0.19219903638649327,0.00411742,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,14,10,False,0.2603272787106181,0.00489224,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,14,7,False,0.08808151166219029,0.0169473,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,14,10,False,0.027904030795170242,0.00492031,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_dense_enriched,14,7,True,0.12750833049058283,0.0177559,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,14,10,False,0.8779299426114896,0.00486426,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,14,10,False,0.004753229214898705,0.00475323,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,14,4,False,0.5807121621890252,0.0655997,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,14,7,True,0.23420128325876344,0.0173497,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,14,11,False,0.030295168108521862,0.00289627,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,14,9,False,0.007420961287866498,0.00742096,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,14,7,False,0.5526912087941886,0.0175523,True
Family 3,thematic,anchor_coverage_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,15,4,False,0.4496917979688909,0.0587817,False
Family 3,thematic,anchor_coverage_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,15,2,False,0.17971249487899976,0.179712,False
Family 3,thematic,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,15,0,True,,,
Family 3,thematic,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,15,3,False,0.0832645166635504,0.0832645,False
Family 3,thematic,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,15,3,False,0.0832645166635504,0.0832645,False
Family 3,thematic,anchor_coverage_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,15,3,False,0.7854947471183542,0.10247,False
Family 3,thematic,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,15,4,False,0.4496917979688909,0.0587817,False
Family 3,thematic,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_dense_enriched,15,3,True,0.27630291733748347,0.10247,False
Family 3,thematic,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,15,3,False,0.27630291733748347,0.10247,False
Family 3,thematic,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,15,2,False,0.17971249487899976,0.179712,False
Family 3,thematic,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,15,3,False,1.0,0.10247,False
Family 3,thematic,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,15,3,True,1.0,0.10247,False
Family 3,thematic,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,15,3,False,0.0832645166635504,0.0832645,False
Family 3,thematic,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,15,3,False,0.0832645166635504,0.0832645,False
Family 3,thematic,anchor_coverage_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,15,0,False,,,
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,15,4,False,0.14077277337135014,0.0655997,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,15,3,False,0.28504940740261275,0.108809,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,15,1,True,0.31731050786291415,0.317311,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,15,4,False,0.14412703481601533,0.0678892,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,15,4,False,0.0633177868300456,0.0633178,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,15,4,False,0.7150006546880893,0.0678892,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,15,4,False,0.25683925795785656,0.0587817,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_dense_enriched,15,4,True,0.7127018566581784,0.0655997,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,15,4,False,0.27332167829229814,0.0678892,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,15,3,False,0.28504940740261275,0.108809,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,15,3,False,0.5929800980174267,0.108809,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,15,5,True,0.22491588401596185,0.0431144,True
Family 3,thematic,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,15,4,False,0.14412703481601533,0.0678892,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,15,4,False,0.06559969214707187,0.0655997,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,15,3,False,0.10880943004054568,0.108809,False
Family 3,comparative,anchor_coverage_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,11,4,False,0.125,0.125,False
Family 3,comparative,anchor_coverage_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,11,2,False,0.5,0.5,False
Family 3,comparative,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,11,3,True,1.0,0.25,False
Family 3,comparative,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,11,2,False,0.5,0.5,False
Family 3,comparative,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,11,3,False,1.0,0.25,False
Family 3,comparative,anchor_coverage_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,11,4,False,0.625,0.125,False
Family 3,comparative,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,11,4,False,0.125,0.125,False
Family 3,comparative,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_dense_enriched,11,2,True,0.5,0.5,False
Family 3,comparative,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,11,4,False,0.5,0.125,False
Family 3,comparative,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,11,5,False,0.375,0.0625,False
Family 3,comparative,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,11,4,False,1.0,0.125,False
Family 3,comparative,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,11,5,True,1.0,0.0625,False
Family 3,comparative,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,11,4,False,0.5,0.125,False
Family 3,comparative,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,11,2,False,0.5,0.5,False
Family 3,comparative,anchor_coverage_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,11,4,False,1.0,0.125,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,11,7,False,0.46875,0.015625,True
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,11,4,False,0.125,0.125,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,11,4,True,1.0,0.125,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,11,3,False,0.25,0.25,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,11,4,False,0.375,0.125,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,11,7,False,0.8125,0.015625,True
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,11,6,False,0.3125,0.03125,True
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_dense_enriched,11,7,True,0.78125,0.015625,True
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,11,8,False,1.0,0.0078125,True
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,11,6,False,0.25,0.03125,True
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,11,5,False,0.9375,0.0625,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,11,6,True,0.875,0.03125,True
Family 3,comparative,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,11,5,False,0.1875,0.0625,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,11,4,False,0.125,0.125,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,11,4,False,1.0,0.125,False
