family,scope,metric,a,b,win,loss,n_nonzero,p_raw_reported,p_holm_reported,p_raw_exact,p_holm_exact,sig_reported,sig_exact
Family 3,pooled,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,7,6,13,0.24828546343650038,1.0,0.26416015625,1.0,False,False
Family 3,pooled,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,3,14,17,0.026917072925542494,0.26917072925542496,0.0251007080078125,0.251007080078125,False,False
Family 3,pooled,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,4,14,18,0.05757133578815882,0.5181420220934294,0.0582122802734375,0.5239105224609375,False,False
Family 3,pooled,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,7,11,18,0.35996803730808224,1.0,0.3746795654296875,1.0,False,False
Family 3,pooled,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,16,4,20,0.006681913953202974,0.07829785916609827,0.004947662353515625,0.054424285888671875,False,False
Family 3,pooled,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_dense_enriched,7,11,18,0.2664285829701688,1.0,0.27838134765625,1.0,False,False
Family 3,pooled,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,9,13,22,0.7698014836092583,1.0,0.7806053161621094,1.0,False,False
Family 3,pooled,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,16,3,19,0.0004221527287144085,0.005910138202001719,8.0108642578125e-05,0.00112152099609375,True,True
Family 3,pooled,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,6,6,12,0.9686278814116681,1.0,0.98974609375,1.0,False,False
Family 3,pooled,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,9,9,18,0.6625959372280352,1.0,0.6775894165039062,1.0,False,False
Family 3,pooled,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,3,17,20,0.0024239535462439216,0.03151139610117098,0.0013446807861328125,0.017480850219726562,True,True
Family 3,pooled,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,0,17,17,0.00028734688212536007,0.0043102032318804015,1.52587890625e-05,0.0002288818359375,True,True
Family 3,pooled,mean_reciprocal_rank_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,7,7,14,0.5718922635979182,1.0,0.5927734375,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,1,5,6,0.10247043485974941,1.0,0.21875,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,1,5,6,0.10247043485974941,1.0,0.21875,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,3,2,5,0.6547208460185769,1.0,1.0,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,2,5,7,0.25683925795785656,1.0,0.453125,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,1,4,5,0.17971249487899976,1.0,0.375,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,0,0,0,,,,,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,5,0,5,0.025347318677468252,0.3548624614845555,0.0625,0.875,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_dense_enriched,1,0,1,0.31731050786291415,1.0,1.0,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,1,0,1,0.31731050786291415,1.0,1.0,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,5,0,5,0.025347318677468252,0.3548624614845555,0.0625,0.875,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,1,0,1,0.31731050786291415,1.0,1.0,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,1,0,1,0.31731050786291415,1.0,1.0,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,1,5,6,0.10247043485974941,1.0,0.21875,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,0,4,4,0.04550026389635839,0.5460031667563007,0.125,1.0,False,False
Family 3,factual,anchor_coverage_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,1,1,2,1.0,1.0,1.0,1.0,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,3,8,11,0.34837650549797505,1.0,0.3720703125,1.0,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,1,8,9,0.07274204006810549,0.8001624407491603,0.0859375,0.9453125,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,5,3,8,0.18181616460470695,1.0,0.203125,1.0,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,2,8,10,0.19219903638649327,1.0,0.212890625,1.0,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,3,7,10,0.2603272787106181,1.0,0.298828125,1.0,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,2,5,7,0.08808151166219029,0.8808151166219029,0.125,1.0,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,9,1,10,0.027904030795170242,0.3627524003372131,0.025390625,0.330078125,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_dense_enriched,2,5,7,0.12750833049058283,1.0,0.140625,1.0,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,5,5,10,0.8779299426114896,1.0,0.888671875,1.0,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,10,0,10,0.004753229214898705,0.07129843822348057,0.001953125,0.029296875,False,True
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,2,2,4,0.5807121621890252,1.0,0.75,1.0,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,5,2,7,0.23420128325876344,1.0,0.28125,1.0,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,1,10,11,0.030295168108521862,0.3635420173022623,0.0302734375,0.36328125,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,0,9,9,0.007420961287866498,0.10389345803013098,0.00390625,0.0546875,False,False
Family 3,factual,mean_reciprocal_rank_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,5,2,7,0.5526912087941886,1.0,0.59375,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,1,3,4,0.4496917979688909,1.0,0.625,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,0,2,2,0.17971249487899976,1.0,0.5,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,0,0,0,,,,,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,0,3,3,0.0832645166635504,1.0,0.25,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,0,3,3,0.0832645166635504,1.0,0.25,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,1,2,3,0.7854947471183542,1.0,1.0,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,3,1,4,0.4496917979688909,1.0,0.625,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_dense_enriched,1,2,3,0.27630291733748347,1.0,0.5,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,1,2,3,0.27630291733748347,1.0,0.5,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,2,0,2,0.17971249487899976,1.0,0.5,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,1,2,3,1.0,1.0,1.0,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,1,2,3,1.0,1.0,1.0,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,0,3,3,0.0832645166635504,1.0,0.25,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,0,3,3,0.0832645166635504,1.0,0.25,1.0,False,False
Family 3,thematic,anchor_coverage_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,0,0,0,,,,,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,1,3,4,0.14077277337135014,1.0,0.25,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,1,2,3,0.28504940740261275,1.0,0.5,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,0,1,1,0.31731050786291415,1.0,1.0,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,1,3,4,0.14412703481601533,1.0,0.25,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,0,4,4,0.0633177868300456,0.949766802450684,0.125,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,1,3,4,0.7150006546880893,1.0,0.875,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,3,1,4,0.25683925795785656,1.0,0.5,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_dense_enriched,1,3,4,0.7127018566581784,1.0,0.875,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,1,3,4,0.27332167829229814,1.0,0.375,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,2,1,3,0.28504940740261275,1.0,0.5,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,1,2,3,0.5929800980174267,1.0,0.75,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,1,4,5,0.22491588401596185,1.0,0.3125,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,1,3,4,0.14412703481601533,1.0,0.25,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,0,4,4,0.06559969214707187,0.949766802450684,0.125,1.0,False,False
Family 3,thematic,mean_reciprocal_rank_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,0,3,3,0.10880943004054568,1.0,0.25,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,0,4,4,0.125,1.0,0.125,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,0,2,2,0.5,1.0,0.5,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,2,1,3,1.0,1.0,1.0,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,0,2,2,0.5,1.0,0.5,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,1,2,3,1.0,1.0,1.0,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,3,1,4,0.625,1.0,0.625,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,4,0,4,0.125,1.0,0.125,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_dense_enriched,2,0,2,0.5,1.0,0.5,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,3,1,4,0.5,1.0,0.5,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,4,1,5,0.375,1.0,0.375,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,2,2,4,1.0,1.0,1.0,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,3,2,5,1.0,1.0,1.0,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,1,3,4,0.5,1.0,0.5,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,0,2,2,0.5,1.0,0.5,1.0,False,False
Family 3,comparative,anchor_coverage_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,2,2,4,1.0,1.0,1.0,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_dense_enriched,2,5,7,0.46875,1.0,0.46875,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk200_hybrid_enriched,0,4,4,0.125,1.0,0.125,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_bm25_enriched,2,2,4,1.0,1.0,1.0,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_dense_enriched,0,3,3,0.25,1.0,0.25,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_bm25_enriched,chunk500_hybrid_enriched,1,3,4,0.375,1.0,0.375,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk200_hybrid_enriched,4,3,7,0.8125,1.0,0.8125,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_bm25_enriched,4,2,6,0.3125,1.0,0.3125,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_dense_enriched,4,3,7,0.78125,1.0,0.78125,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_dense_enriched,chunk500_hybrid_enriched,3,5,8,1.0,1.0,1.0,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_bm25_enriched,4,2,6,0.25,1.0,0.25,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_dense_enriched,3,2,5,0.9375,1.0,0.9375,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk200_hybrid_enriched,chunk500_hybrid_enriched,3,3,6,0.875,1.0,0.875,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_dense_enriched,1,4,5,0.1875,1.0,0.1875,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk500_bm25_enriched,chunk500_hybrid_enriched,0,4,4,0.125,1.0,0.125,1.0,False,False
Family 3,comparative,mean_reciprocal_rank_at_5,chunk500_dense_enriched,chunk500_hybrid_enriched,2,2,4,1.0,1.0,1.0,1.0,False,False
